brand_name_fixed,car_name_fixed,Tier,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,Make Model
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,MG RX5
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,MG RX5
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
Toyota,Veloz,Entry level SUV,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Toyota Veloz
Toyota,Veloz,Entry level SUV,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Toyota Veloz
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
MG,RX5,Midsize SUV,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,MG RX5
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Changan,Eado,Midsize Sedan,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,Silver,MONTHLY,"2,289",,,NEW,Changan Eado
Changan,Eado,Midsize Sedan,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,Silver,MONTHLY,"2,289",,,NEW,Changan Eado
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,MONTHLY,"1,959",,,NEW,Kia Pegas
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,889",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Changan Alsvin
Porsche,Macan,Luxury SUV,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",Full,SUV,Grey,STS,,,,NEW,Porsche Macan
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,419",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,419",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,419",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,419",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",Smart,Sedan,Grey,STS,"1,279",,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,022",Fleet,Sedan,Grey,MONTHLY,"2,449",,,NEW,Hyundai Elantra
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Silver,MONTHLY,"2,059",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Silver,MONTHLY,"2,059",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,MONTHLY,"2,039",,,NEW,Changan Alsvin
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Beige,MONTHLY,"2,149",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,MONTHLY,"2,219",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - King Abdulaziz International Airport,"2,026",LX,Sedan,White,STS,,,,NEW,Kia Pegas
Fiat,500,Subcompact Hatchback,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Brown,MONTHLY,"4,429",,,NEW,Fiat 500
Fiat,500,Subcompact Hatchback,Dammam,Dammam - Al Itisalat,"2,024",STD,Hatchback,Grey,MONTHLY,"4,389",,,NEW,Fiat 500
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Black,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Black,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Silver,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Silver,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",S,Sedan,Red,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Silver,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",S,Sedan,Silver,STS,929,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,MONTHLY,"2,129",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,MONTHLY,"2,119",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,MONTHLY,"2,129",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Red,STS,"1,049",,,NEW,Nissan Sunny
Nissan,Kicks,Entry level SUV,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Nissan Kicks
Nissan,Kicks,Entry level SUV,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,SUV,Blue,MONTHLY,"3,079",,,NEW,Nissan Kicks
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,024",LX,Sedan,Silver,STS,700,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,024",LX,Sedan,Silver,STS,700,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,024",LX,Sedan,Silver,STS,700,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,022",LX,Sedan,White,STS,840,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,022",LX,Sedan,White,STS,840,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,022",LX,Sedan,White,STS,840,,,NEW,Kia Pegas
Nissan,Sunny,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,022",Classic,Sedan,White,STS,700,,,NEW,Nissan Sunny
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Changan Alsvin
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,MONTHLY,"2,019",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Kia Pegas
Changan,Eado,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Plus,Sedan,White,MONTHLY,"2,289",,,NEW,Changan Eado
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,023",S,Sedan,White,MONTHLY,"2,149",,,NEW,Nissan Sunny
Kia,Sportage,Midsize SUV,Riyadh,Riyadh -  Al Yarmuk,"2,023",LX,SUV,White,MONTHLY,"5,769",,,NEW,Kia Sportage
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,024",Y,Sedan,White,STS,989,,,NEW,Toyota Yaris
Toyota,Raize,Entry level SUV,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",XLE,SUV,White,STO,"2,300","2,650",36,NEW,Toyota Raize
Hyundai,Accent,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,STS,,,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,STS,,,,NEW,Hyundai Accent
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh -  Al Yarmuk,"2,026",LX,Sedan,White,MONTHLY,"2,309",,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Salama,"2,024",Y,Sedan,White,STS,790,,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Salama,"2,024",Y,Sedan,White,STS,790,,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Salama,"2,024",Y,Sedan,White,STS,790,,,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,MONTHLY,"2,569",,,NEW,Hyundai Accent
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,389",,,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Makah Road,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Hyundai Accent
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh -  Al Yarmuk,"2,026",MPI,Sedan,White,MONTHLY,"2,179",,,NEW,Hyundai i10
Hyundai,i10,Entry level Sedan,Al Khobar,Khobar - Al Thawn,"2,025",STD,Sedan,White,MONTHLY,"2,039",,,NEW,Hyundai i10
Haval,Jolion,Entry level SUV,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,White,STS,"1,579",,,NEW,Haval Jolion
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Toyota Yaris
Kia,Pegas,Entry level Sedan,Madinah,Madinah - Al Iskan,"2,024",H,Sedan,White,STS,"1,079",,,NEW,Kia Pegas
Haval,Jolion,Entry level SUV,Mecca,Meeca - Kakia,"2,025",Basic,Hatchback,Grey,MONTHLY,"3,929",,,NEW,Haval Jolion
Nissan,Sunny,Entry level Sedan,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Hyundai,i10,Entry level Sedan,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",MPI,Sedan,White,MONTHLY,"2,179",,,NEW,Hyundai i10
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Falah,"2,022",XLI,Sedan,White,MONTHLY,"3,029",,,NEW,Toyota Corolla
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,026",MPI,Sedan,White,MONTHLY,"2,179",,,NEW,Hyundai i10
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",,NEW,MG 5
Toyota,Yaris,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,Silver,MONTHLY,"2,339",,,NEW,Toyota Yaris
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"3,499",,,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,099",,,NEW,Hyundai Elantra
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,769",,,NEW,Changan Alsvin
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",Y,Sedan,White,MONTHLY,"2,349",,,NEW,Toyota Yaris
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Silver,MONTHLY,"1,799",,,NEW,Changan Alsvin
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",Y,Sedan,Grey,MONTHLY,"2,369",,,NEW,Toyota Yaris
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Changan Alsvin
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - King Fahd Rd,"2,024",Fleet,Sedan,White,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Aziziyah,"2,024",Y,Sedan,White,MONTHLY,"2,309",,,NEW,Toyota Yaris
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,White,MONTHLY,"1,779",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,025",STD,Sedan,Silver,MONTHLY,"1,799",,,NEW,Changan Alsvin
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"2,459",,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - King Fahd Rd,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,529",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,024",GL,Sedan,White,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,White,MONTHLY,"3,489",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",GL,Sedan,White,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Sahaba,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,509",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",GL,Sedan,Grey,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Kia,Pegas,Entry level Sedan,Turayf,Rafhaa,"2,026",LX,Sedan,White,MONTHLY,"2,389",,,NEW,Kia Pegas
Hyundai,Accent,Entry level Sedan,Al Khobar,Khobar - Al Thawn,"2,025",Fleet,Sedan,White,MONTHLY,"2,849",,,NEW,Hyundai Accent
Toyota,Corolla,Midsize Sedan,Turayf,Rafhaa,"2,022",XLI,Sedan,White,MONTHLY,"2,999",,,NEW,Toyota Corolla
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - Sulimaniyah,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Haval Jolion
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Aqiq,"2,022",MID,Sedan,Grey,MONTHLY,"2,189",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Aqiq,"2,022",MID,Sedan,Grey,MONTHLY,"2,189",,,NEW,Hyundai Accent
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Qirawan,"2,022",STD,SUV,Silver,MONTHLY,"2,539",,,NEW,MG RX5
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Qirawan,"2,022",STD,SUV,Silver,STS,860,,,NEW,MG RX5
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Haval Jolion
Toyota,Yaris,Entry level Sedan,Arar,ARAR,"2,026",Y,Sedan,White,MONTHLY,"2,816",,,NEW,Toyota Yaris
Hyundai,i10,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,STS,700,,,NEW,Hyundai i10
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,MONTHLY,"2,019",,,NEW,Hyundai i10
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,MONTHLY,"2,019",,,NEW,Hyundai i10
Hyundai,Grand i10,Entry level Sedan,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Hyundai Grand i10
Hyundai,Grand i10,Entry level Sedan,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,White,STS,,,,NEW,Hyundai Grand i10
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,MONTHLY,"1,869",,,NEW,Kia Pegas
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,MONTHLY,"2,539",,,NEW,Hyundai Accent
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Kia Pegas
Ford,Taurus,Midsize Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",Ambiente NG,Sedan,Black,STS,"1,730",,,NEW,Ford Taurus
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Silver,STS,900,,,NEW,Hyundai Elantra
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al jazirah,"2,026",LX,Sedan,White,MONTHLY,"1,839",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al jazirah,"2,026",LX,Sedan,White,MONTHLY,"1,839",,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Toyota Yaris
